adm1,adm2,adm3,hf,community,school_name
Moyamba District,Moyamba District Council,Kaiyamba Chiefdom,Moyamba Static 1 CHP,,
Moyamba District,Moyamba District Council,Kaiyamba Chiefdom,Moyamba Static 2 CHC,,
Moyamba District,Moyamba District Council,Kaiyamba Chiefdom,Salina CHP,,
Moyamba District,Moyamba District Council,Kaiyamba Chiefdom,Yoyema MCHP,,
Moyamba District,Moyamba District Council,Kamajei Chiefdom,Gondama (Kamajei) CHP,,
Moyamba District,Moyamba District Council,Kamajei Chiefdom,Joyah MCHP,,
Moyamba District,Moyamba District Council,Kamajei Chiefdom,Mogbuama MCHP,,
Moyamba District,Moyamba District Council,Kamajei Chiefdom,Senehun (Kamajei) CHC,,
Moyamba District,Moyamba District Council,Kargboro Chiefdom,Bumpetoke (Kargboro) CHP,,
Moyamba District,Moyamba District Council,Kargboro Chiefdom,Mokaisumana CHP,,
Moyamba District,Moyamba District Council,Kargboro Chiefdom,Mokandoh CHP,,
Moyamba District,Moyamba District Council,Kargboro Chiefdom,Mokobo MCHP,,
Moyamba District,Moyamba District Council,Kargboro Chiefdom,Mokonbetty MCHP,,
Moyamba District,Moyamba District Council,Kargboro Chiefdom,Mopailleh MCHP,,
Moyamba District,Moyamba District Council,Kargboro Chiefdom,Ngeihun (Kargboro) MCHP,,
Moyamba District,Moyamba District Council,Kargboro Chiefdom,Plaintain Island MCHP,,
Moyamba District,Moyamba District Council,Kargboro Chiefdom,Shenge CHC,,
Moyamba District,Moyamba District Council,Kargboro Chiefdom,Yorgbofore CHC,,
Moyamba District,Moyamba District Council,Kargboro Chiefdom,Yorgbofore MCHP,,
Moyamba District,Moyamba District Council,Kargboro Chiefdom,Youndu CHP,,
Moyamba District,Moyamba District Council,Kongbora Chiefdom,Bauya (Kongbora) CHC,,
Moyamba District,Moyamba District Council,Kongbora Chiefdom,Lawana (Kongbora) MCHP,,
Moyamba District,Moyamba District Council,Kongbora Chiefdom,Levuma Nyomeh CHP,,
Moyamba District,Moyamba District Council,Kongbora Chiefdom,Magbenka CHP,,
Moyamba District,Moyamba District Council,Kongbora Chiefdom,Taninihun Mboka MCHP,,
Moyamba District,Moyamba District Council,Kori Chiefdom,Bai Largo MCHP,,
Moyamba District,Moyamba District Council,Kori Chiefdom,Fogbo (Kori) CHP,,
Moyamba District,Moyamba District Council,Kori Chiefdom,Gbuihun MCHP,,
Moyamba District,Moyamba District Council,Kori Chiefdom,Judy Smith CHP,,
Moyamba District,Moyamba District Council,Kori Chiefdom,Juma MCHP,,
Moyamba District,Moyamba District Council,Kori Chiefdom,Konda CHP,,
Moyamba District,Moyamba District Council,Kori Chiefdom,Manjeihun MCHP,,
Moyamba District,Moyamba District Council,Kori Chiefdom,Mosongo MCHP,,
Moyamba District,Moyamba District Council,Kori Chiefdom,Njala (Kori) CHC,,
Moyamba District,Moyamba District Council,Kori Chiefdom,Njala University Hospital,,
Moyamba District,Moyamba District Council,Kori Chiefdom,Taiama (Kori) CHC,,
Moyamba District,Moyamba District Council,Kori Chiefdom,United Methodist Church Taiama CHP,,
Moyamba District,Moyamba District Council,Kori Chiefdom,Waiima (Kori) MCHP,,
Moyamba District,Moyamba District Council,Kowa Chiefdom,Bendu (Kowa) MCHP,,
Moyamba District,Moyamba District Council,Kowa Chiefdom,Mofombo MCHP,,
Moyamba District,Moyamba District Council,Kowa Chiefdom,Njama (Kowa) CHC,,
Moyamba District,Moyamba District Council,Kowa Chiefdom,Tabe MCHP,,
Moyamba District,Moyamba District Council,Lower Banta Chiefdom,Gbangbatoke CHC,,
Moyamba District,Moyamba District Council,Lower Banta Chiefdom,Kanga (Lower Banta) MCHP,,
Moyamba District,Moyamba District Council,Lower Banta Chiefdom,Mokanji CHC,,
Moyamba District,Moyamba District Council,Lower Banta Chiefdom,Mokotawa CHP,,
Moyamba District,Moyamba District Council,Lower Banta Chiefdom,Moriba Town (Lower Banta) CHC,,
Moyamba District,Moyamba District Council,Lower Banta Chiefdom,Moriba Town (Lower Banta) CHP,,
Moyamba District,Moyamba District Council,Lower Banta Chiefdom,Mosenesie Junction CHP,,
Moyamba District,Moyamba District Council,Lower Banta Chiefdom,Njagbahun (Lower Banta) MCHP,,
Moyamba District,Moyamba District Council,Lower Banta Chiefdom,St Mary's Clinic,,
Moyamba District,Moyamba District Council,Ribbi Chiefdom,Bradford CHC,,
Moyamba District,Moyamba District Council,Ribbi Chiefdom,Ferry CHP,,
Moyamba District,Moyamba District Council,Ribbi Chiefdom,Mabang (Ribbi) MCHP,,
Moyamba District,Moyamba District Council,Ribbi Chiefdom,Mogbongisseh MCHP,,
Moyamba District,Moyamba District Council,Ribbi Chiefdom,Mokorbu MCHP,,
Moyamba District,Moyamba District Council,Ribbi Chiefdom,Motoni CHC,,
Moyamba District,Moyamba District Council,Ribbi Chiefdom,Motoni MCHP,,
Moyamba District,Moyamba District Council,Ribbi Chiefdom,Motonkoh MCHP,,
Moyamba District,Moyamba District Council,Ribbi Chiefdom,Rokolor MCHP,,
Moyamba District,Moyamba District Council,Ribbi Chiefdom,Suen CHP,,
Moyamba District,Moyamba District Council,Timdale Chiefdom,Bomotoke CHC,,
Moyamba District,Moyamba District Council,Timdale Chiefdom,Mokaiyamba MCHP,,
Moyamba District,Moyamba District Council,Timdale Chiefdom,Mokpanabom MCHP,,
Moyamba District,Moyamba District Council,Timdale Chiefdom,Mosagbeh MCHP,,
Moyamba District,Moyamba District Council,Timdale Chiefdom,Mosanda CHP,,
Moyamba District,Moyamba District Council,Upper Banta Chiefdom,Children of the Nation Ngolala CHP,,
Moyamba District,Moyamba District Council,Upper Banta Chiefdom,Gondama (Upper Banta) MCHP,,
Moyamba District,Moyamba District Council,Upper Banta Chiefdom,Modonkor CHP,,
Moyamba District,Moyamba District Council,Upper Banta Chiefdom,Mogomgbe MCHP,,
Moyamba District,Moyamba District Council,Upper Banta Chiefdom,Mokelleh CHC,,
Port Loko District,Port Loko City Council,Port Loko City,Arab (Port Loko) Clinic,,
Port Loko District,Port Loko City Council,Port Loko City,Ernest Bai Koroma University (EBK-PL) Clinic,,
Port Loko District,Port Loko City Council,Port Loko City,Port Loko Government Hospital,,
Port Loko District,Port Loko City Council,Port Loko City,Port Loko Under Fives CHP,,
Port Loko District,Port Loko District Council,Bake-Loko Chiefdom,Arab (Bake-Loko) Clinic,,
Port Loko District,Port Loko District Council,Bake-Loko Chiefdom,Ernest Bai Koroma University (EBK-PL) Clinic,,
Port Loko District,Port Loko District Council,Bake-Loko Chiefdom,Gbonkoh Kereneh MCHP,,
Port Loko District,Port Loko District Council,Bake-Loko Chiefdom,Kamaranka Under Fives CHP,,
Port Loko District,Port Loko District Council,Bake-Loko Chiefdom,Malal CHP,,
Port Loko District,Port Loko District Council,Bake-Loko Chiefdom,Sierra Leone Church Maforki CHP,,
Port Loko District,Port Loko District Council,Bureh Chiefdom,Bureh MCHP,,
Port Loko District,Port Loko District Council,Bureh Chiefdom,Kalangba (Bureh) MCHP,,
Port Loko District,Port Loko District Council,Bureh Chiefdom,Mange CHC,,
Port Loko District,Port Loko District Council,Bureh Chiefdom,Masseseh MCHP,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Al-Amin Clinic,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Alimamy Amara Clinic,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Arab (Lungi) Clinic,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Bai Bureh Memorial Hospital,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Conakry Dee CHC,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Direct Aid Orphanage (Port Loko) Clinic,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Evans CHC,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Gbaneh Bana CHP,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Gbaneh Lol MCHP,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Grace Community Clinic,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Kasongha CHP,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Long Life Centre Clinic,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Lungi Airport Centre Clinic,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Lungi Government Hospital,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Lungi Under Fives CHP,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Mahera CHC,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Mamankie MCHP,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Mkamsondo MCHP,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Modia CHC,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Modia General Clinic,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,St John of God CHP,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Tagrin CHC,,
Port Loko District,Port Loko District Council,Kaffu Bullom Chiefdom,Yongoro CHC,,
Port Loko District,Port Loko District Council,Kamasondo Chiefdom,Benkia MCHP,,
Port Loko District,Port Loko District Council,Kamasondo Chiefdom,Bundulai MCHP,,
Port Loko District,Port Loko District Council,Kamasondo Chiefdom,Katongha MCHP,,
Port Loko District,Port Loko District Council,Kamasondo Chiefdom,Konta Wallah CHC,,
Port Loko District,Port Loko District Council,Kamasondo Chiefdom,Malap CHP,,
Port Loko District,Port Loko District Council,Kamasondo Chiefdom,Mana 2 CHP,,
Port Loko District,Port Loko District Council,Kamasondo Chiefdom,Mapillah MCHP,,
Port Loko District,Port Loko District Council,Kamasondo Chiefdom,Pepel CHC,,
Port Loko District,Port Loko District Council,Kasseh Chiefdom,Barmoi CHP,,
Port Loko District,Port Loko District Council,Kasseh Chiefdom,Kagbantama CHP,,
Port Loko District,Port Loko District Council,Kasseh Chiefdom,Kawengha MCHP,,
Port Loko District,Port Loko District Council,Kasseh Chiefdom,Rogballan (Kasseh) MCHP,,
Port Loko District,Port Loko District Council,Kasseh Chiefdom,Romeni MCHP,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Kissy Koya MCHP,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Komrabai Ngolla CHP,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Kurankoh CHP,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,M'baimba Adama MCHP,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Mabora MCHP,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Magbeni MCHP,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Makalie MCHP,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Makarankay CHP,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Makiteh (Koya) CHP,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Malenki MCHP,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Masiaka (Koya) CHC,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Masumana CHP,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Mawoma MCHP,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Mile 38 CHC,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Rofoindu CHP,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Rokon MCHP,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Sumbuya (Koya) CHP,,
Port Loko District,Port Loko District Council,Koya (Port Loko) Chiefdom,Warima (Koya) MCHP,,
Port Loko District,Port Loko District Council,Lokomasama Chiefdom,Babara CHC,,
Port Loko District,Port Loko District Council,Lokomasama Chiefdom,Bailor CHP,,
Port Loko District,Port Loko District Council,Lokomasama Chiefdom,Gbainty Wallah CHP,,
Port Loko District,Port Loko District Council,Lokomasama Chiefdom,Kalangba (Lokomasama) MCHP,,
Port Loko District,Port Loko District Council,Lokomasama Chiefdom,Kargbulor CHP,,
Port Loko District,Port Loko District Council,Lokomasama Chiefdom,Love Bridge Hospital,,
Port Loko District,Port Loko District Council,Lokomasama Chiefdom,Masulamani CHP,,
Port Loko District,Port Loko District Council,Lokomasama Chiefdom,Mathen MCHP,,
Port Loko District,Port Loko District Council,Lokomasama Chiefdom,Menika CHP,,
Port Loko District,Port Loko District Council,Lokomasama Chiefdom,Musaia (Lokomasama) CHP,,
Port Loko District,Port Loko District Council,Lokomasama Chiefdom,Petifu Junction CHC,,
Port Loko District,Port Loko District Council,Maconteh Chiefdom,Mabain MCHP,,
Port Loko District,Port Loko District Council,Maconteh Chiefdom,Minthomore CHP,,
Port Loko District,Port Loko District Council,Maforki Chiefdom,Mabonie CHP,,
Port Loko District,Port Loko District Council,Maforki Chiefdom,Mafoimara CHP,,
Port Loko District,Port Loko District Council,Maforki Chiefdom,Maforay (Maforki) MCHP,,
Port Loko District,Port Loko District Council,Maforki Chiefdom,Magbengbenra MCHP,,
Port Loko District,Port Loko District Council,Maforki Chiefdom,Makaba MCHP,,
Port Loko District,Port Loko District Council,Maforki Chiefdom,Mapawn MCHP,,
Port Loko District,Port Loko District Council,Maforki Chiefdom,Maronko MCHP,,
Port Loko District,Port Loko District Council,Maforki Chiefdom,New Maforki CHP,,
Port Loko District,Port Loko District Council,Maforki Chiefdom,Petifu (Maforki) MCHP,,
Port Loko District,Port Loko District Council,Maforki Chiefdom,Rogbere Junction CHC,,
Port Loko District,Port Loko District Council,Makama Chiefdom,Kambia Makama CHP,,
Port Loko District,Port Loko District Council,Makama Chiefdom,Malekuray CHC,,
Port Loko District,Port Loko District Council,Marampa Chiefdom,Arab (Lunsar) Clinic,,
Port Loko District,Port Loko District Council,Marampa Chiefdom,Baptist Eye Hospital,,
Port Loko District,Port Loko District Council,Marampa Chiefdom,Lunsar CHC,,
Port Loko District,Port Loko District Council,Marampa Chiefdom,Magbele MCHP,,
Port Loko District,Port Loko District Council,Marampa Chiefdom,Magbill CHP,,
Port Loko District,Port Loko District Council,Marampa Chiefdom,Makabo MCHP,,
Port Loko District,Port Loko District Council,Marampa Chiefdom,Mamusa MCHP,,
Port Loko District,Port Loko District Council,Marampa Chiefdom,Mange Acre CHC,,
Port Loko District,Port Loko District Council,Marampa Chiefdom,Pincer's Lunsar Clinic,,
Port Loko District,Port Loko District Council,Marampa Chiefdom,Poor Man's Clinic,,
Port Loko District,Port Loko District Council,Marampa Chiefdom,Rolembray MCHP,,
Port Loko District,Port Loko District Council,Marampa Chiefdom,St John of God Hospital,,
Port Loko District,Port Loko District Council,Marampa Chiefdom,St John of God Under Fives Clinic,,
Port Loko District,Port Loko District Council,Masimera Chiefdom,Katick CHP,,
Port Loko District,Port Loko District Council,Masimera Chiefdom,Konta Line CHC,,
Port Loko District,Port Loko District Council,Masimera Chiefdom,Mamaligie MCHP,,
Port Loko District,Port Loko District Council,Masimera Chiefdom,Masimera CHC,,
Port Loko District,Port Loko District Council,Masimera Chiefdom,Mathineh CHP,,
Port Loko District,Port Loko District Council,Masimera Chiefdom,Mayola Lal Ratun MCHP,,
Port Loko District,Port Loko District Council,Masimera Chiefdom,Mayombo MCHP,,
Port Loko District,Port Loko District Council,Masimera Chiefdom,Nonkoba CHP,,
Port Loko District,Port Loko District Council,Masimera Chiefdom,Rokassa CHC,,
Port Loko District,Port Loko District Council,Masimera Chiefdom,Rokel (Masimera) MCHP,,
Port Loko District,Port Loko District Council,Masimera Chiefdom,Rotheren MCHP,,
Port Loko District,Port Loko District Council,Masimera Chiefdom,Rothuma MCHP,,
Port Loko District,Port Loko District Council,Masimera Chiefdom,Royeiben CHP,,
Port Loko District,Port Loko District Council,Tainkatopa Chiefdom,Asheea MCHP,,
Port Loko District,Port Loko District Council,Tainkatopa Chiefdom,Robaka MCHP,,
Port Loko District,Port Loko District Council,Tainkatopa Chiefdom,Rogbaneh MCHP,,
Pujehun District,Pujehun District Council,Barri Chiefdom,Bandasuma (Barri) CHC,,
Pujehun District,Pujehun District Council,Barri Chiefdom,Jeoma Barri MCHP,,
Pujehun District,Pujehun District Council,Barri Chiefdom,Konia (Barri) MCHP,,
Pujehun District,Pujehun District Council,Barri Chiefdom,Kundorwahun CHP,,
Pujehun District,Pujehun District Council,Barri Chiefdom,Njaluahun (Barri) CHP,,
Pujehun District,Pujehun District Council,Barri Chiefdom,Potoru CHC,,
Pujehun District,Pujehun District Council,Barri Chiefdom,Saahun (Barri) MCHP,,
Pujehun District,Pujehun District Council,Barri Chiefdom,Tambeiyama MCHP,,
Pujehun District,Pujehun District Council,Barri Chiefdom,Taninahun (Barri) MCHP,,
Pujehun District,Pujehun District Council,Barri Chiefdom,Vaama (Barri) CHP,,
Pujehun District,Pujehun District Council,Barri Chiefdom,Waiima (Barri) MCHP,,
Pujehun District,Pujehun District Council,Galliness Chiefdom,Bandama (Galliness) MCHP,,
Pujehun District,Pujehun District Council,Galliness Chiefdom,Blama Massaquoi CHC,,
Pujehun District,Pujehun District Council,Galliness Chiefdom,Fonikoh MCHP,,
Pujehun District,Pujehun District Council,Galliness Chiefdom,Funyehun CHP,,
Pujehun District,Pujehun District Council,Galliness Chiefdom,Kpetema (Galliness) MCHP,,
Pujehun District,Pujehun District Council,Galliness Chiefdom,Kpowubu MCHP,,
Pujehun District,Pujehun District Council,Galliness Chiefdom,Makorma CHP,,
Pujehun District,Pujehun District Council,Kabonde Chiefdom,Pehala CHC,,
Pujehun District,Pujehun District Council,Kpaka Chiefdom,Liya MCHP,,
Pujehun District,Pujehun District Council,Kpaka Chiefdom,Massam CHC,,
Pujehun District,Pujehun District Council,Kpaka Chiefdom,Saahun (Kpaka) MCHP,,
Pujehun District,Pujehun District Council,Kpaka Chiefdom,Semabu (Kpaka) MCHP,,
Pujehun District,Pujehun District Council,Kpaka Chiefdom,Sumbuya Bessima CHP,,
Pujehun District,Pujehun District Council,Kpanga Chiefdom,Basalleh MCHP,,
Pujehun District,Pujehun District Council,Kpanga Chiefdom,Blama Puilla MCHP,,
Pujehun District,Pujehun District Council,Kpanga Chiefdom,Bomu Samba MCHP,,
Pujehun District,Pujehun District Council,Kpanga Chiefdom,Dandabu CHP,,
Pujehun District,Pujehun District Council,Kpanga Chiefdom,Gbondapi CHC,,
Pujehun District,Pujehun District Council,Kpanga Chiefdom,Gibina MCHP,,
Pujehun District,Pujehun District Council,Kpanga Chiefdom,Mandeima MCHP,,
Pujehun District,Pujehun District Council,Kpanga Chiefdom,Pujehun Government Hospital,,
Pujehun District,Pujehun District Council,Kpanga Chiefdom,Pujehun Static CHC,,
Pujehun District,Pujehun District Council,Kpanga Chiefdom,Salima Samba MCHP,,
Pujehun District,Pujehun District Council,Kpanga Chiefdom,Sawula MCHP,,
Pujehun District,Pujehun District Council,Kpanga Chiefdom,Sorbeh Grima MCHP,,
Pujehun District,Pujehun District Council,Kpanga Chiefdom,Taninahun Makemuma MCHP,,
Pujehun District,Pujehun District Council,Kpanga Chiefdom,Tongay MCHP,,
Pujehun District,Pujehun District Council,Kpanga Chiefdom,Vawahun Kayimba MCHP,,
Pujehun District,Pujehun District Council,Kpanga Krim Chiefdom,Bayama MCHP,,
Pujehun District,Pujehun District Council,Kpanga Krim Chiefdom,Borborbu MCHP,,
Pujehun District,Pujehun District Council,Kpanga Krim Chiefdom,Gobaru CHC,,
Pujehun District,Pujehun District Council,Kpanga Krim Chiefdom,Vaama (Kpanga Krim) MCHP,,
Pujehun District,Pujehun District Council,Makpele Chiefdom,Dumagbe MCHP,,
Pujehun District,Pujehun District Council,Makpele Chiefdom,Gbaa (Makpele) CHP,,
Pujehun District,Pujehun District Council,Makpele Chiefdom,Gbahama (Makpele) MCHP,,
Pujehun District,Pujehun District Council,Makpele Chiefdom,Gissiwolo MCHP,,
Pujehun District,Pujehun District Council,Makpele Chiefdom,Gofor CHP,,
Pujehun District,Pujehun District Council,Makpele Chiefdom,Ndombu MCHP,,
Pujehun District,Pujehun District Council,Makpele Chiefdom,Pewa MCHP,,
Pujehun District,Pujehun District Council,Makpele Chiefdom,Zimmi CHC,,
Pujehun District,Pujehun District Council,Malen Chiefdom,Bendu (Malen) MCHP,,
Pujehun District,Pujehun District Council,Malen Chiefdom,Hongai CHP,,
Pujehun District,Pujehun District Council,Malen Chiefdom,Jao (Malen) MCHP,,
Pujehun District,Pujehun District Council,Malen Chiefdom,Ngandorhun MCHP,,
Pujehun District,Pujehun District Council,Malen Chiefdom,Nianyahun MCHP,,
Pujehun District,Pujehun District Council,Malen Chiefdom,Nyandehun (Malen) MCHP,,
Pujehun District,Pujehun District Council,Malen Chiefdom,Sahn (Malen) CHC,,
Pujehun District,Pujehun District Council,Malen Chiefdom,Sengema (Malen) CHP,,
Pujehun District,Pujehun District Council,Malen Chiefdom,Taninahun (Malen) CHP,,
Pujehun District,Pujehun District Council,Mano Sakrim Chiefdom,Bengani MCHP,,
Pujehun District,Pujehun District Council,Mano Sakrim Chiefdom,Gombu MCHP,,
Pujehun District,Pujehun District Council,Mano Sakrim Chiefdom,Kassay MCHP,,
Pujehun District,Pujehun District Council,Mano Sakrim Chiefdom,Mano Gbongema CHC,,
Pujehun District,Pujehun District Council,Mano Sakrim Chiefdom,Mende MSK MCHP,,
Pujehun District,Pujehun District Council,Mano Sakrim Chiefdom,Nyandehun (Mano Sakrim) MCHP,,
Pujehun District,Pujehun District Council,Mano Sakrim Chiefdom,Senbengu MCHP,,
Pujehun District,Pujehun District Council,Peje Chiefdom,Bongay MCHP,,
Pujehun District,Pujehun District Council,Peje Chiefdom,Bumbeh MCHP,,
Pujehun District,Pujehun District Council,Peje Chiefdom,Futa Pejeh CHC,,
Pujehun District,Pujehun District Council,Peje Chiefdom,Helebu Pejeh MCHP,,
Pujehun District,Pujehun District Council,Peje Chiefdom,Pejewa (Futa Peje) MCHP,,
Pujehun District,Pujehun District Council,Perri Chiefdom,Blama Perri MCHP,,
Pujehun District,Pujehun District Council,Perri Chiefdom,Bomi MCHP,,
Pujehun District,Pujehun District Council,Perri Chiefdom,Bumpeh (Perri) CHC,,
Pujehun District,Pujehun District Council,Perri Chiefdom,Falaba CHP,,
Pujehun District,Pujehun District Council,Perri Chiefdom,Kowama (Perri) MCHP,,
Pujehun District,Pujehun District Council,Perri Chiefdom,Ngajubaoma/Missibu MCHP,,
Pujehun District,Pujehun District Council,Perri Chiefdom,Saama Perri MCHP,,
Pujehun District,Pujehun District Council,Soro Gbeima Chiefdom,Fairo CHC,,
Pujehun District,Pujehun District Council,Soro Gbeima Chiefdom,Fanima (Soro) CHP,,
Pujehun District,Pujehun District Council,Soro Gbeima Chiefdom,Futa Golawoma MCHP,,
Pujehun District,Pujehun District Council,Soro Gbeima Chiefdom,Gondama Massaquoi MCHP,,
Pujehun District,Pujehun District Council,Soro Gbeima Chiefdom,Jendema CHC,,
Pujehun District,Pujehun District Council,Soro Gbeima Chiefdom,Koijeh MCHP,,
Pujehun District,Pujehun District Council,Soro Gbeima Chiefdom,Malema 1 MCHP,,
Pujehun District,Pujehun District Council,Soro Gbeima Chiefdom,Malema 2 MCHP,,
Pujehun District,Pujehun District Council,Soro Gbeima Chiefdom,Navai MCHP,,
Pujehun District,Pujehun District Council,Soro Gbeima Chiefdom,Sengama Soro MCHP,,
Pujehun District,Pujehun District Council,Soro Gbeima Chiefdom,Sulima CHP,,
Pujehun District,Pujehun District Council,Soro Gbeima Chiefdom,Tindor MCHP,,
Pujehun District,Pujehun District Council,Soro Gbeima Chiefdom,Wai MCHP,,
Pujehun District,Pujehun District Council,Sowa Chiefdom,Bandajuma Sowa CHC,,
Pujehun District,Pujehun District Council,Sowa Chiefdom,Geoma Jarjoh CHP,,
Pujehun District,Pujehun District Council,Sowa Chiefdom,Lower Komende MCHP,,
Pujehun District,Pujehun District Council,Sowa Chiefdom,Upper Komende MCHP,,
Pujehun District,Pujehun District Council,Sowa Chiefdom,Vaawahun Sowa MCHP,,
Pujehun District,Pujehun District Council,Yakemoh Kpukumu Krim Chiefdom,Bangorma MCHP,,
Pujehun District,Pujehun District Council,Yakemoh Kpukumu Krim Chiefdom,Borma (Yakemu Kpukumu) MCHP,,
Pujehun District,Pujehun District Council,Yakemoh Kpukumu Krim Chiefdom,Karlu CHC,,
Pujehun District,Pujehun District Council,Yakemoh Kpukumu Krim Chiefdom,Kombeima MCHP,,
Pujehun District,Pujehun District Council,Yakemoh Kpukumu Krim Chiefdom,Kombopi MCHP,,
Pujehun District,Pujehun District Council,Yakemoh Kpukumu Krim Chiefdom,Messima MCHP,,
Pujehun District,Pujehun District Council,Yakemoh Kpukumu Krim Chiefdom,Saama Sowunde MCHP,,
Tonkolili District,Tonkolili District Council,Dansogoia Chiefdom,Bassaia MCHP,,
Tonkolili District,Tonkolili District Council,Dansogoia Chiefdom,Bumbuna CHC,,
Tonkolili District,Tonkolili District Council,Dansogoia Chiefdom,Kemedugu MCHP,,
Tonkolili District,Tonkolili District Council,Dansogoia Chiefdom,New Ferengbeya CHP,,
Tonkolili District,Tonkolili District Council,Gbokolenken Masankong Chiefdom,Mansumana CHP,,
Tonkolili District,Tonkolili District Council,Gbokolenken Masankong Chiefdom,Warrima (Gbonkolenken) MCHP,,
Tonkolili District,Tonkolili District Council,Gbokolenken Mayeppoh Chiefdom,Makonkorie CHP,,
Tonkolili District,Tonkolili District Council,Gbokolenken Mayeppoh Chiefdom,Mayepoh CHC,,
Tonkolili District,Tonkolili District Council,Gbokolenken Mayeppoh Chiefdom,Mayepoh CHP,,
Tonkolili District,Tonkolili District Council,Gbokolenken Mayeppoh Chiefdom,Petifu Mayepoh MCHP,,
Tonkolili District,Tonkolili District Council,Gbokolenken Polie Chiefdom,Mabankra MCHP,,
Tonkolili District,Tonkolili District Council,Gbokolenken Polie Chiefdom,Mabarr Polie MCHP,,
Tonkolili District,Tonkolili District Council,Gbokolenken Polie Chiefdom,Magbolu Ferry MCHP,,
Tonkolili District,Tonkolili District Council,Gbokolenken Polie Chiefdom,Maraka MCHP,,
Tonkolili District,Tonkolili District Council,Gbokolenken Polie Chiefdom,Mathamp MCHP,,
Tonkolili District,Tonkolili District Council,Gbokolenken Yele Chiefdom,Lion Heart Hospital,,
Tonkolili District,Tonkolili District Council,Gbokolenken Yele Chiefdom,Mafay MCHP,,
Tonkolili District,Tonkolili District Council,Gbokolenken Yele Chiefdom,Manowo CHC,,
Tonkolili District,Tonkolili District Council,Gbokolenken Yele Chiefdom,Yeben MCHP,,
Tonkolili District,Tonkolili District Council,Gbokolenken Yele Chiefdom,Yele CHC,,
Tonkolili District,Tonkolili District Council,Kafe Chiefdom,Kamarugu MCHP,,
Tonkolili District,Tonkolili District Council,Kafe Chiefdom,Masumbrie CHC,,
Tonkolili District,Tonkolili District Council,Kalantuba Chiefdom,Kamasaypana MCHP,,
Tonkolili District,Tonkolili District Council,Kalantuba Chiefdom,Kathombo MCHP,,
Tonkolili District,Tonkolili District Council,Kholifa Mabang Chiefdom,Komrabai Station MCHP,,
Tonkolili District,Tonkolili District Council,Kholifa Mabang Chiefdom,Mabai (Kholifa Mabang) MCHP,,
Tonkolili District,Tonkolili District Council,Kholifa Mabang Chiefdom,Mabang (Kholifa Mabang) CHC,,
Tonkolili District,Tonkolili District Council,Kholifa Mabang Chiefdom,Mamanso Kafla MCHP,,
Tonkolili District,Tonkolili District Council,Kholifa Mabang Chiefdom,Marunia MCHP,,
Tonkolili District,Tonkolili District Council,Kholifa Mabang Chiefdom,Mathinkalol MCHP,,
